web-scraper-order,web-scraper-start-url,question,exercise,exercise-href
"1704513715-19","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/2/","Click here to download JLPT N3 Vocabulary Audio Lesson Part 1 (free).","JLPT N3 – Vocabulary Exercise 21","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-21/"
"1704513715-20","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/2/","Click here to download JLPT N3 Vocabulary Audio Lesson Part 2 to Part 26 (requires paid membership).","JLPT N3 – Vocabulary Exercise 21","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-21/"
"1704513720-21","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","1. 「まったく興味ありません」彼女はきっぱり _______ 。
 したがった
 うたかった
 ことわった
 うしなった","JLPT N3 – Vocabulary Exercise 20","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-20/"
"1704513720-22","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","2. 彼が計画を _______ できないように、わたしたちはできるかぎりのことをしている。
 実行
 実際
 事実
 実地","JLPT N3 – Vocabulary Exercise 20","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-20/"
"1704513720-23","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","3. 男の子が _______ をがぶりと飲んでいます。
 ケーキ
 クラスチック
 ジュース
 カー","JLPT N3 – Vocabulary Exercise 20","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-20/"
"1704513720-25","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","4. 彼女はやがて完全に _______ じゃろうと、わしは希望を持っておる。
 会計する
 回復する
 呼吸する
 出席する","JLPT N3 – Vocabulary Exercise 20","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-20/"
"1704513720-27","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","5. 彼の叫び声で、全員が目を _______ 。
 責めた
 信じた
 驚いた
 覚ました","JLPT N3 – Vocabulary Exercise 20","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-20/"
"1704513720-28","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","6. あなたも _______ 参加してください。
 かなり
 ずっと
 すべて
 ぜひ","JLPT N3 – Vocabulary Exercise 20","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-20/"
"1704513720-29","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","7. あなたが手伝ってくれないと、考えを _______ ことができない。
 成長する
 故障する
 集中する
 整理する","JLPT N3 – Vocabulary Exercise 20","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-20/"
"1704513720-31","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","8. 彼は、スプーンで _______ を口に運びはじめた。
 サイン
 スープ
 セット
 スピード","JLPT N3 – Vocabulary Exercise 20","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-20/"
"1704513720-32","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","9. 僕は自分の主人の命令に _______ ことはできない。
 さからう
 しはらう
 きらう
 もらう","JLPT N3 – Vocabulary Exercise 20","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-20/"
"1704513720-33","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","10. 通りには堂々たるビルが立ち並び、すでに車で _______ 。
 迷惑していた
 困惑していた
 混乱していた
 混雑していた","JLPT N3 – Vocabulary Exercise 20","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-20/"
"1704513720-34","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Answer Key:","JLPT N3 – Vocabulary Exercise 20","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-20/"
"1704513720-35","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Question 1: 3
Question 2: 1
Question 3: 3
Question 4: 2
Question 5: 4
Question 6: 4
Question 7: 4
Question 8: 2
Question 9: 1
Question 10: 4","JLPT N3 – Vocabulary Exercise 20","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-20/"
"1704513720-36","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Click here to download JLPT N3 Grammar Ebook (preview version).","JLPT N3 – Vocabulary Exercise 20","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-20/"
"1704513720-37","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Click here to download JLPT N3 Grammar Audio Lesson Part 1 (free).","JLPT N3 – Vocabulary Exercise 20","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-20/"
"1704513720-38","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Click here to download JLPT N3 Grammar Audio Lesson Part 2 to Part 11 (requires paid membership).","JLPT N3 – Vocabulary Exercise 20","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-20/"
"1704513720-39","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Click here to download JLPT N3 Vocabulary Audio Lesson Part 1 (free).","JLPT N3 – Vocabulary Exercise 20","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-20/"
"1704513720-40","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Click here to download JLPT N3 Vocabulary Audio Lesson Part 2 to Part 26 (requires paid membership).","JLPT N3 – Vocabulary Exercise 20","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-20/"
"1704513722-41","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","1. これはあなた以外の誰にも _______ 仕事です。
 与えられない
 任せられない
 会わせられない
 及ばせられない","JLPT N3 – Vocabulary Exercise 19","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-19/"
"1704513722-42","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","2. お席へご _______ いたします。
 案内
 質問
 覚悟
 提案","JLPT N3 – Vocabulary Exercise 19","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-19/"
"1704513722-43","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","3. ドアに _______ をかけてください。
 がく
 しも
 かぎ
 もよう","JLPT N3 – Vocabulary Exercise 19","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-19/"
"1704513722-45","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","4. わたしは彼と結婚するという _______ なあやまちを犯した。
 重大
 大事
 健康
 主要","JLPT N3 – Vocabulary Exercise 19","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-19/"
"1704513722-47","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","5. 僕と一緒にクリスマスの _______ パーティーに行きませんか？
 ケース
 ダンス
 チーム
 ソース","JLPT N3 – Vocabulary Exercise 19","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-19/"
"1704513722-48","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","6. それは、これまで彼が _______ ことがない苦痛だった。
 失望した
 参加した
 経験した
 訓練した","JLPT N3 – Vocabulary Exercise 19","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-19/"
"1704513722-49","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","7. うちの子は _______ 真夜中過ぎまで勉強しなければならなかった。
 こわごわ
 しばしば
 さきざき
 あつあつ","JLPT N3 – Vocabulary Exercise 19","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-19/"
"1704513722-51","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","8. 別にこれは _______ ことじゃない。
 まんまん
 おおきな
 けっして
 たいした","JLPT N3 – Vocabulary Exercise 19","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-19/"
"1704513722-52","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","9. 突然、誰かが _______ を切ったかのように、話し声がやんだ。
 スイッチ
 ジーンズ
 コピー
 カード","JLPT N3 – Vocabulary Exercise 19","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-19/"
"1704513722-53","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","10. あなたたちを送り出す前に、安全の _______ をしておきたいです。
 価値
 確実
 確認
 具体","JLPT N3 – Vocabulary Exercise 19","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-19/"
"1704513722-54","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Answer Key:","JLPT N3 – Vocabulary Exercise 19","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-19/"
"1704513722-55","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Question 1: 2
Question 2: 1
Question 3: 3
Question 4: 1
Question 5: 2
Question 6: 3
Question 7: 2
Question 8: 4
Question 9: 1
Question 10: 3","JLPT N3 – Vocabulary Exercise 19","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-19/"
"1704513722-56","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Click here to download JLPT N3 Grammar Ebook (preview version).","JLPT N3 – Vocabulary Exercise 19","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-19/"
"1704513722-57","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Click here to download JLPT N3 Grammar Audio Lesson Part 1 (free).","JLPT N3 – Vocabulary Exercise 19","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-19/"
"1704513722-58","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Click here to download JLPT N3 Grammar Audio Lesson Part 2 to Part 11 (requires paid membership).","JLPT N3 – Vocabulary Exercise 19","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-19/"
"1704513722-59","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Click here to download JLPT N3 Vocabulary Audio Lesson Part 1 (free).","JLPT N3 – Vocabulary Exercise 19","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-19/"
"1704513722-60","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Click here to download JLPT N3 Vocabulary Audio Lesson Part 2 to Part 26 (requires paid membership).","JLPT N3 – Vocabulary Exercise 19","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-19/"
"1704513725-61","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","1. 直ちに私の事務所に集まるようにとみんなに _______ ください。
 叫んで
 言わせて
 呼んで
 知らせて","JLPT N3 – Vocabulary Exercise 18","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-18/"
"1704513725-62","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","2. さて、 _______ の時間です。
 支配
 意味
 発見
 出発","JLPT N3 – Vocabulary Exercise 18","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-18/"
"1704513725-63","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","3. 僕はその計画の _______ が分かった。
 けっかん
 けっきょく
 けっしん
 けっせき","JLPT N3 – Vocabulary Exercise 18","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-18/"
"1704513725-65","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","4. あなたが彼とあんなに _______ とは思わなかった。
 ひとしかった
 はずかしかった
 したしかった
 あやしかった","JLPT N3 – Vocabulary Exercise 18","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-18/"
"1704513725-67","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","5. あいつは _______ も言わずにおれのカバンに手を差し出した。
 一軒
 一口
 一言
 一回","JLPT N3 – Vocabulary Exercise 18","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-18/"
"1704513725-68","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","6. 彼はずきんずきんと痛む頭を両手で _______ 床に倒れた。
 挟んで
 掴んで
 悩んで
 転んで","JLPT N3 – Vocabulary Exercise 18","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-18/"
"1704513725-69","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","7. 彼の弟はわずかに小柄で、兄のように _______ ではない。
 ハンサム
 ベルト
 ハンカチ
 ベスト","JLPT N3 – Vocabulary Exercise 18","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-18/"
"1704513725-71","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","8. あなたはママのストレスを _______ 役には立たないよ。
 乗せる
 残る
 増す
 減らす","JLPT N3 – Vocabulary Exercise 18","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-18/"
"1704513725-72","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","9. 僕はずっときみと話をする機会を _______ 。
 盗んでいた
 望んでいた
 含んでいた
 微笑んでいた","JLPT N3 – Vocabulary Exercise 18","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-18/"
"1704513725-73","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","10. 自分の _______ を話しなさい。
 未来
 満足
 面倒
 目的","JLPT N3 – Vocabulary Exercise 18","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-18/"
"1704513725-74","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Answer Key:","JLPT N3 – Vocabulary Exercise 18","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-18/"
"1704513725-75","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Question 1: 4
Question 2: 4
Question 3: 1
Question 4: 3
Question 5: 3
Question 6: 2
Question 7: 1
Question 8: 4
Question 9: 2
Question 10: 4","JLPT N3 – Vocabulary Exercise 18","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-18/"
"1704513725-76","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Click here to download JLPT N3 Grammar Ebook (preview version).","JLPT N3 – Vocabulary Exercise 18","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-18/"
"1704513725-77","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Click here to download JLPT N3 Grammar Audio Lesson Part 1 (free).","JLPT N3 – Vocabulary Exercise 18","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-18/"
"1704513725-78","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Click here to download JLPT N3 Grammar Audio Lesson Part 2 to Part 11 (requires paid membership).","JLPT N3 – Vocabulary Exercise 18","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-18/"
"1704513725-79","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Click here to download JLPT N3 Vocabulary Audio Lesson Part 1 (free).","JLPT N3 – Vocabulary Exercise 18","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-18/"
"1704513725-80","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Click here to download JLPT N3 Vocabulary Audio Lesson Part 2 to Part 26 (requires paid membership).","JLPT N3 – Vocabulary Exercise 18","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-18/"
"1704513728-81","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","1. 彼は左右を見まわしながら、 _______ に包まれていた。
 努力
 乱暴
 恐怖
 迷惑","JLPT N3 – Vocabulary Exercise 17","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-17/"
"1704513728-82","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","2. 僕には、どちらが空でどちらが地なのか _______ 分からなかった。
 じっと
 さっぱり
 たっぱり
 きちんと","JLPT N3 – Vocabulary Exercise 17","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-17/"
"1704513728-83","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","3. われわれの会社は _______ に合った製品を作ります。
 需要
 重大
 研究
 経験","JLPT N3 – Vocabulary Exercise 17","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-17/"
"1704513728-85","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","4. おれのの象では、この女は延々と _______ を続けるに違いない。
 シック
 セット
 ストレット
 スピーチ","JLPT N3 – Vocabulary Exercise 17","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-17/"
"1704513728-87","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","5. わたしは自分が死んだと思った。 _______ を絶する痛みだった。
 見当
 相当
 映像
 想像","JLPT N3 – Vocabulary Exercise 17","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-17/"
"1704513728-88","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","6. 先生ががコホンと _______ をした。
 せつ
 かち
 せき
 けち","JLPT N3 – Vocabulary Exercise 17","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-17/"
"1704513728-89","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","7. 彼女の _______ した顔を見ると罪悪感を感じた。
 がっかり
 ばっちり
 そっくり
 こっそり","JLPT N3 – Vocabulary Exercise 17","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-17/"
"1704513728-91","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","8. 男の子は母親を見つけて、飛びあがるほど _______ 。
 かなしかった
 おそろしかった
 たのしかった
 うれしかった","JLPT N3 – Vocabulary Exercise 17","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-17/"
"1704513728-92","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","9. _______ ばかりしてないで勉強しなさい。
 ケース
 チェンジ
 ゲーム
 シーズン","JLPT N3 – Vocabulary Exercise 17","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-17/"
"1704513728-93","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","10. 彼はゆれる通路を _______ 進んでいった。
 別々に
 次々に
 徐々に
 粉々に","JLPT N3 – Vocabulary Exercise 17","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-17/"
"1704513728-94","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Answer Key:","JLPT N3 – Vocabulary Exercise 17","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-17/"
"1704513728-95","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Question 1: 3
Question 2: 2
Question 3: 1
Question 4: 4
Question 5: 4
Question 6: 3
Question 7: 1
Question 8: 4
Question 9: 3
Question 10: 3","JLPT N3 – Vocabulary Exercise 17","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-17/"
"1704513728-96","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Click here to download JLPT N3 Grammar Ebook (preview version).","JLPT N3 – Vocabulary Exercise 17","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-17/"
"1704513728-97","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Click here to download JLPT N3 Grammar Audio Lesson Part 1 (free).","JLPT N3 – Vocabulary Exercise 17","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-17/"
"1704513728-98","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Click here to download JLPT N3 Grammar Audio Lesson Part 2 to Part 11 (requires paid membership).","JLPT N3 – Vocabulary Exercise 17","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-17/"
"1704513728-99","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Click here to download JLPT N3 Vocabulary Audio Lesson Part 1 (free).","JLPT N3 – Vocabulary Exercise 17","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-17/"
"1704513728-100","https://japanesetest4you.com/category/jlpt-n3/jlpt-n3-vocabulary-test/page/1/","Click here to download JLPT N3 Vocabulary Audio Lesson Part 2 to Part 26 (requires paid membership).","JLPT N3 – Vocabulary Exercise 17","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n3-vocabulary-exercise-17/"
