web-scraper-order,web-scraper-start-url,question,exercise,exercise-href
"1708214621-11","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","未熟練労働者の場合は、時間「…４…」の労働賃金をできるだけ高くし、それによって労働時間を短縮しようとして当然である。","JLPT N2 – Grammar Exercise 25","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-25/"
"1708214621-12","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","しかし、専門職と呼ばれる仕事に従事する人は、労働報酬の時間当たりの金額など、ほとんど問題外だ。","JLPT N2 – Grammar Exercise 25","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-25/"
"1708214621-13","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","わたしは小説家だが、小説家の仕事の専門職に属するから、一つの作品のためにどれだけ時間を「…５…」勝手である。短編をほんの２・３時間で書いてしまうこともあるし、１０年、２０年と資料を集め調べ続けてやっと完成するものもある。一つの作品にわたしがどれだけの時間や労力や調査費をかけようが、昼夜何時間ずつ働こうが、それはわたしがプロである以上、自由である。","JLPT N2 – Grammar Exercise 25","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-25/"
"1708214621-14","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","6. 「…１…」に入る最も適当なものはどれか。
 それなら
 あるいは
 それでも
 まさか","JLPT N2 – Grammar Exercise 25","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-25/"
"1708214621-15","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","7. 「…２…」に入る最も適当なものはどれか。
 に限り
 に加えて
 に応じて
 に通じて","JLPT N2 – Grammar Exercise 25","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-25/"
"1708214621-16","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","8. 「…３…」に入る最も適当なものはどれか。
 だけ
 さえ
 しか
 こそ","JLPT N2 – Grammar Exercise 25","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-25/"
"1708214621-17","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","9. 「…４…」に入る最も適当なものはどれか。
 につけ
 のたびに
 あたり
 によって","JLPT N2 – Grammar Exercise 25","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-25/"
"1708214621-18","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","10. 「…５…」に入る最も適当なものはどれか。
 かけてもいい
 かけようと
 かけたらいい
 かけてはいけないと","JLPT N2 – Grammar Exercise 25","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-25/"
"1708214621-19","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","Answer Key:","JLPT N2 – Grammar Exercise 25","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-25/"
"1708214621-20","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","Question 1: 2
Question 2: 4
Question 3: 1
Question 4: 3
Question 5: 4
Question 6: 2
Question 7: 1
Question 8: 4
Question 9: 3
Question 10: 2","JLPT N2 – Grammar Exercise 25","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-25/"
"1708214621-21","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","Download JTest4You’s N2 grammar ebook (1,617 pages)","JLPT N2 – Grammar Exercise 25","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-25/"
"1708214624-22","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","1. 仕事の報告　_______　、入院中の課長のお見舞いに伺った。
 に限らず
 だらけで
 をかねて
 とともに","JLPT N2 – Grammar Exercise 24","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-24/"
"1708214624-23","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","2. あのまじめな佐藤さんがうそをつく　_______　、とても信じられない。
 なんて
 などを
 なんか
 とか","JLPT N2 – Grammar Exercise 24","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-24/"
"1708214624-24","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","3. 田中さんご夫妻　_______　の結婚話は残念ながら、うまくいかなかった。
 にわたって
 にかけて
 をとおして
 をたとえて","JLPT N2 – Grammar Exercise 24","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-24/"
"1708214624-25","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","4. ここに来た　_______　、お金を返してもらえないと、もう帰るつもりはない。
 以前
 以上
 際に
 時に","JLPT N2 – Grammar Exercise 24","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-24/"
"1708214624-26","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","5. 外国人と分かったら、部屋を貸してくれないのは差別と　_______　。
 いうものだ
 しかない
 しかたがない
 決まっている","JLPT N2 – Grammar Exercise 24","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-24/"
"1708214624-27","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","次の文の …★…　に入る最もよいものを、１・２・３・４から一つ選びなさい。","JLPT N2 – Grammar Exercise 24","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-24/"
"1708214624-28","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","6. 留学生会館で　_______　　_______　…★… _______　という夢を持つようになった。
 国連で仕事をしたい
 友達になった
 いろいろな国の人と
 のをきっかけに","JLPT N2 – Grammar Exercise 24","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-24/"
"1708214624-29","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","7. 姉の　_______　　_______　…★… _______　、わたしにはとてもできない。
 欠かさず
 ように
 １０年以上一日も
 日記を聞くなんて","JLPT N2 – Grammar Exercise 24","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-24/"
"1708214624-30","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","8. 習ったことがない文法に限って出題されたものだから、できませんでした。まったく　_______　　_______　 _______　…★…　どちらも情けないですよね。まあ、今になって文句を言ってもしかたがありません。続けて頑張りましょう。
 習うほうも
 出題するほうも
 出題するほうで
 習うほうなら","JLPT N2 – Grammar Exercise 24","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-24/"
"1708214624-31","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","9. 就職はしたものの、学生気分が抜けず、　_______　　_______　…★… _______　。
 自由な生活が
 社会人に
 恋しくて
 なりきれない","JLPT N2 – Grammar Exercise 24","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-24/"
"1708214624-32","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","10. 友人に　_______　　_______　…★… _______　が、やってみたら以外に面白くて、自分に向いていると感じた。
 塾講師の仕事だった
 どうしても
 引き受けた
 と頼まれて","JLPT N2 – Grammar Exercise 24","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-24/"
"1708214624-33","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","Answer Key:","JLPT N2 – Grammar Exercise 24","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-24/"
"1708214624-34","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","Question 1: 3
Question 2: 1
Question 3: 3
Question 4: 2
Question 5: 1
Question 6: 4
Question 7: 1
Question 8: 3
Question 9: 2
Question 10: 4","JLPT N2 – Grammar Exercise 24","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-24/"
"1708214624-35","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","Download JTest4You’s N2 grammar ebook (1,617 pages)","JLPT N2 – Grammar Exercise 24","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-24/"
"1708214627-36","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","1. もう決めた以上、最後まで頑張り　_______　つもりだ。
 かける
 こむ
 きれる
 ぬく","JLPT N2 – Grammar Exercise 23","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-23/"
"1708214627-37","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","2. 息子は家に閉じこもってゲームばかりやっているので、友達がいない　_______　。
 にちがいない
 ということだ
 のも当然だ
 かのようだ","JLPT N2 – Grammar Exercise 23","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-23/"
"1708214627-38","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","3. わたしがテニスを教えている中学生が、県大会で初めて優勝した。彼の努力をずっと見てきた　_______　、本当にうれしい。
 あげく
 際に
 あまり
 だけに","JLPT N2 – Grammar Exercise 23","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-23/"
"1708214627-39","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","4. 木村さん　_______　、会社で中国語の分かる人は一人もいない。
 をのぞいて
 にかかわらず
 をとわず
 はともかく","JLPT N2 – Grammar Exercise 23","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-23/"
"1708214627-40","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","5. ある国の政府に対して不満があるという理由で、その国の国民にも偏見を持つなんて　_______　。
 それも当たり前のことだといえるだろう
 変な考え方としか言いようがない
 とんでもないこともない
 自分の国の問題には全然関心を示していない","JLPT N2 – Grammar Exercise 23","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-23/"
"1708214627-41","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","6. 留学生の君はゼロ円で携帯をもらえるから、わざわざお金をかけて新品を買う　_______　と思うよ。
 わけはない
 はずはない
 ことはない
 ものはない","JLPT N2 – Grammar Exercise 23","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-23/"
"1708214627-42","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","7. あいつは　_______　ばかりか、無断欠勤もしばしばある。
 遅刻しない
 欠勤しない
 欠勤する
 遅刻する","JLPT N2 – Grammar Exercise 23","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-23/"
"1708214627-43","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","8. あのバッグ、セールの時に買っておけばよかった　_______　と後悔している。
 ので
 のに
 ように
 と","JLPT N2 – Grammar Exercise 23","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-23/"
"1708214627-44","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","9. 明るいうちに　_______　、夜になると道に迷いやすいですよ。
 帰らないと
 帰らなくて
 帰れば
 帰ったら","JLPT N2 – Grammar Exercise 23","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-23/"
"1708214627-45","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","10. 好きだ　_______　、毎日同じ食べ物ばかり食べるのはよくないよ。
 ものの
 ばかりか
 からには
 からといって","JLPT N2 – Grammar Exercise 23","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-23/"
"1708214627-46","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","Answer Key:","JLPT N2 – Grammar Exercise 23","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-23/"
"1708214627-47","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","Question 1: 4
Question 2: 3
Question 3: 4
Question 4: 1
Question 5: 2
Question 6: 3
Question 7: 4
Question 8: 2
Question 9: 1
Question 10: 4","JLPT N2 – Grammar Exercise 23","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-23/"
"1708214627-48","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","Download JTest4You’s N2 grammar ebook (1,617 pages)","JLPT N2 – Grammar Exercise 23","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-23/"
"1708214630-49","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","1. 年齢　_______　、彼はもう結婚して子供がいてもおかしくない。
 からみると
 からには
 にかけても
 にしたがって","JLPT N2 – Grammar Exercise 22","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-22/"
"1708214630-50","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","2. あの方には一度も　_______　ことがありません。
 お目にかけた
 お目にかかった
 ご覧になった
 拝見した","JLPT N2 – Grammar Exercise 22","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-22/"
"1708214630-51","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","3. 調査報告書を書く　_______　書いたが、満足のいくできではない。
 だけに
 だけで
 だけの
 だけは","JLPT N2 – Grammar Exercise 22","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-22/"
"1708214630-52","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","4. 失礼とは　_______　、お願いに来てしまい、もうしわけありません。
 思いつつも
 言わなくて
 考えずに
 覚えながら","JLPT N2 – Grammar Exercise 22","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-22/"
"1708214630-53","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","5. 隣のお嬢さんはあるイギリス人の議員と結婚する　_______　いうことだ。
 だの
 や
 とか
 やら","JLPT N2 – Grammar Exercise 22","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-22/"
"1708214630-54","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","6. 近頃の彼の食事のメニュー　_______　お金に困っていることが分かる。
 だからいって
 からみて
 かといって
 だからといって","JLPT N2 – Grammar Exercise 22","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-22/"
"1708214630-55","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","7. 火事の　_______　には、非常口から逃げてください。
 ところ
 末
 最中
 際","JLPT N2 – Grammar Exercise 22","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-22/"
"1708214630-56","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","8. 山下　「田中さん、先ほどABC建設の木村様からお電話がありました。至急連絡がほしい　_______　。」
田中　「はい、わかりました。」
 までです
 とします
 とのことです
 ことになります","JLPT N2 – Grammar Exercise 22","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-22/"
"1708214630-57","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","9. この機械装置は２４時間休む　_______　、稼動し続けるそうだ。
 ことには
 ことなく
 ものなら
 しかなく","JLPT N2 – Grammar Exercise 22","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-22/"
"1708214630-58","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","10. すみません、この１０冊の本を全部お借り　_______　。
 できますか
 しませんか
 くれませんか
 になりませんか","JLPT N2 – Grammar Exercise 22","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-22/"
"1708214630-59","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","Answer Key:","JLPT N2 – Grammar Exercise 22","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-22/"
"1708214630-60","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","Question 1: 1
Question 2: 2
Question 3: 4
Question 4: 1
Question 5: 3
Question 6: 2
Question 7: 4
Question 8: 3
Question 9: 2
Question 10: 1","JLPT N2 – Grammar Exercise 22","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-22/"
"1708214630-61","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","Download JTest4You’s N2 grammar ebook (1,617 pages)","JLPT N2 – Grammar Exercise 22","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-22/"
"1708214632-62","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","次の文の …★…　に入る最もよいものを、１・２・３・４・から一つ選びなさい。問題例。","JLPT N2 – Grammar Exercise 21","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-21/"
"1708214632-63","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","1. 彼が就職の内定を　_______　　_______　…★… _______　あるに違いにない。
 深いわけが
 何か
 辞退した
 からには","JLPT N2 – Grammar Exercise 21","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-21/"
"1708214632-64","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","2. 事故で亡くなった夫の写真を　_______　…★…　_______　 _______　溢れてきた。
 涙が
 思わず
 たびに
 見る","JLPT N2 – Grammar Exercise 21","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-21/"
"1708214632-65","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","3. 交通事故で大けがをしたが、　_______　　_______　…★… _______　ようだ。
 つつある
 回復に
 彼の足は
 向かい","JLPT N2 – Grammar Exercise 21","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-21/"
"1708214632-66","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","4. そんな人、　_______　　_______　…★… _______　ない。
 会った
 ことも
 知らなければ
 名前も","JLPT N2 – Grammar Exercise 21","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-21/"
"1708214632-67","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","5. 年に何冊　_______　…★…　_______　 _______　が違ってくる。
 本を読む
 かによって
 広さ
 知識の","JLPT N2 – Grammar Exercise 21","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-21/"
"1708214632-68","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","次の文章を読んで、「１」から「５」の中に入る最もよいものを、１・２・３・４・から一つ選びなさい。","JLPT N2 – Grammar Exercise 21","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-21/"
"1708214632-69","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","人間の行動には、多くの場合、相手がある。パートナーがある。たとえけんかの相手であっても、相手があると言うことを、ないよりどれだけうれしい「…１…」分からない。相手があればこそ人生には救いがある。（中略）","JLPT N2 – Grammar Exercise 21","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-21/"
"1708214632-70","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","宇宙飛行士の訓練に当って、アメリカでは、ずいぶん「孤独実験」と言うのを繰り返したそうだ。世界から遮断された宇宙船カプセルの模型に飛行士を一人入れて、二日、三日と、孤立状態を続けてみる。「…２…」、最初のうちは元気な人間が、段々活気を失ってくる、寂しさや不安を生み、人によっては、幻覚に悩まされたりする。","JLPT N2 – Grammar Exercise 21","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-21/"
"1708214632-71","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","一人旅というのは、短期間なら、気兼ねも要らず、ロマンチックなところもあって、大いに結構だけれども長期にわたって、一人というのは、やり切れない。「…３…」相手がほしい。柳田国男の美しい言葉を拝借すれば「伴いを募る心￥」という心理が、人間には付きまとうのである。","JLPT N2 – Grammar Exercise 21","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-21/"
"1708214632-72","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","一人で食事をする、というのも、たまにはいいけれど、いつも一人というのは、たまらない。わたしは、外国での一人暮らしという経験が何回かあるけれど、朝、昼、晩と一日三回、一人だけで食事する日が何日も続くと、食欲がぐんと低下することを自ら発見した。（中略）「…４…」、わたしは夕飯は必ず友人を誘うことにした。そうすることによって、体と心の健康を維持することができた。","JLPT N2 – Grammar Exercise 21","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-21/"
"1708214632-73","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","そして、そういう経験の中で、わたしは初めて、主婦のノイローゼ症状というものが分かった。とにかく、朝のうちに、夫と子供を送り出し、それから、夕方まで一人で狭い部屋の中に閉じこもっているのだから、あえて宇宙飛行士なみとは言わないまでも、相当な孤独実験に主婦たちは自らを投入しているのである。主婦の昼飯というものが、一般的に言って、極めて簡単であって、たとえばお茶漬け、ラーメン、あるいはトースト一枚、といったものであるのは周知の事実だが、これは必ずしも主婦の倹約精神による「…５…」。","JLPT N2 – Grammar Exercise 21","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-21/"
"1708214632-74","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","要するに、人間は人間を相手にする時人間として健康なのである。食事も仕事も、相手あってこそ張り合いがあるのだ。","JLPT N2 – Grammar Exercise 21","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-21/"
"1708214632-75","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","6. 「…１…」に入る最も適当なものはどれか。
 ものだ
 ものか
 ことだ
 ことか","JLPT N2 – Grammar Exercise 21","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-21/"
"1708214632-76","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","7. 「…２…」に入る最も適当なものはどれか。
 なぜ
 決して
 すると
 そして","JLPT N2 – Grammar Exercise 21","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-21/"
"1708214632-77","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","8. 「…３…」に入る最も適当なものはどれか。
 しかし
 ところで
 まだ
 どうしても","JLPT N2 – Grammar Exercise 21","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-21/"
"1708214632-78","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","9. 「…４…」に入る最も適当なものはどれか。
 ところで
 だから
 にともなって
 だからといって","JLPT N2 – Grammar Exercise 21","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-21/"
"1708214632-79","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-grammar-test/page/2/","10. 「…５…」に入る最も適当なものはどれか。
 ことはない
 ものがある
 ものではない
 ことだから","JLPT N2 – Grammar Exercise 21","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-grammar-exercise-21/"
